Date,Season,Matchday,HomeTeam,AwayTeam,FTHG,FTAG
2016-09-24,2016/2017,5,Ein Frankfurt,Hertha,3,3
2016-09-24,2016/2017,5,Hamburg,Bayern Munich,0,1
2016-09-25,2016/2017,5,FC Koln,RB Leipzig,1,1
2016-09-25,2016/2017,5,Hoffenheim,Schalke 04,2,1
2016-09-30,2016/2017,6,RB Leipzig,Augsburg,2,1
2016-10-01,2016/2017,6,Bayern Munich,FC Koln,1,1
2016-10-01,2016/2017,6,Darmstadt,Werder Bremen,2,2
2016-10-01,2016/2017,6,Freiburg,Ein Frankfurt,1,0
2016-10-01,2016/2017,6,Hertha,Hamburg,2,0
2016-10-01,2016/2017,6,Ingolstadt,Hoffenheim,1,2
2016-10-01,2016/2017,6,Leverkusen,Dortmund,2,0
2016-10-02,2016/2017,6,Schalke 04,M'gladbach,4,0
2016-10-02,2016/2017,6,Wolfsburg,Mainz,0,0
2016-10-14,2016/2017,7,Dortmund,Hertha,1,1
2016-10-15,2016/2017,7,Werder Bremen,Leverkusen,2,1
2016-10-15,2016/2017,7,M'gladbach,Hamburg,0,0
2016-10-15,2016/2017,7,Hoffenheim,Freiburg,2,1
2016-10-15,2016/2017,7,Ein Frankfurt,Bayern Munich,2,2
2016-10-15,2016/2017,7,Augsburg,Schalke 04,1,1
2016-10-15,2016/2017,7,FC Koln,Ingolstadt,2,1
2016-10-16,2016/2017,7,Mainz,Darmstadt,2,1
2016-10-16,2016/2017,7,Wolfsburg,RB Leipzig,0,1
2016-10-21,2016/2017,8,Hamburg,Ein Frankfurt,0,3
2016-10-22,2016/2017,8,Leverkusen,Hoffenheim,0,3
2016-10-22,2016/2017,8,Ingolstadt,Dortmund,3,3
2016-10-22,2016/2017,8,Hertha,FC Koln,2,1
2016-10-22,2016/2017,8,Freiburg,Augsburg,2,1
2016-10-22,2016/2017,8,Bayern Munich,M'gladbach,2,0
2016-10-22,2016/2017,8,Darmstadt,Wolfsburg,3,1
2016-10-23,2016/2017,8,RB Leipzig,Werder Bremen,3,1
2016-10-23,2016/2017,8,Schalke 04,Mainz,3,0
2016-10-28,2016/2017,9,M'gladbach,Ein Frankfurt,0,0
2016-10-29,2016/2017,9,Werder Bremen,Freiburg,1,3
2016-10-29,2016/2017,9,Wolfsburg,Leverkusen,1,2
2016-10-29,2016/2017,9,Mainz,Ingolstadt,2,0
2016-10-29,2016/2017,9,Dortmund,Schalke 04,0,0
2016-10-29,2016/2017,9,Darmstadt,RB Leipzig,0,2
2016-10-29,2016/2017,9,Augsburg,Bayern Munich,1,3
2016-10-30,2016/2017,9,FC Koln,Hamburg,3,0
2016-10-30,2016/2017,9,Hoffenheim,Hertha,1,0
2016-11-04,2016/2017,10,Hertha,M'gladbach,3,0
2016-11-05,2016/2017,10,Leverkusen,Darmstadt,3,2
2016-11-05,2016/2017,10,Ingolstadt,Augsburg,0,2
2016-11-05,2016/2017,10,Hamburg,Dortmund,2,5
2016-11-05,2016/2017,10,Ein Frankfurt,FC Koln,1,0
2016-11-05,2016/2017,10,Bayern Munich,Hoffenheim,1,1
2016-11-05,2016/2017,10,Freiburg,Wolfsburg,0,3
2016-11-06,2016/2017,10,RB Leipzig,Mainz,3,1
2016-11-06,2016/2017,10,Schalke 04,Werder Bremen,3,1
2016-11-18,2016/2017,11,Leverkusen,RB Leipzig,2,3
2016-11-19,2016/2017,11,M'gladbach,FC Koln,1,2
2016-11-19,2016/2017,11,Wolfsburg,Schalke 04,0,1
2016-11-19,2016/2017,11,Mainz,Freiburg,4,2
2016-11-19,2016/2017,11,Dortmund,Bayern Munich,1,0
2016-11-19,2016/2017,11,Darmstadt,Ingolstadt,0,1
2016-11-19,2016/2017,11,Augsburg,Hertha,0,0
2016-11-20,2016/2017,11,Hoffenheim,Hamburg,2,2
2016-11-20,2016/2017,11,Werder Bremen,Ein Frankfurt,1,2
2016-11-25,2016/2017,12,Freiburg,RB Leipzig,1,4
2016-11-26,2016/2017,12,Bayern Munich,Leverkusen,2,1
2016-11-26,2016/2017,12,Ein Frankfurt,Dortmund,2,1
2016-11-26,2016/2017,12,FC Koln,Augsburg,0,0
2016-11-26,2016/2017,12,Hamburg,Werder Bremen,2,2
2016-11-26,2016/2017,12,Ingolstadt,Wolfsburg,1,1
2016-11-26,2016/2017,12,M'gladbach,Hoffenheim,1,1
2016-11-27,2016/2017,12,Hertha,Mainz,2,1
2016-11-27,2016/2017,12,Schalke 04,Darmstadt,3,1
2016-12-02,2016/2017,13,Mainz,Bayern Munich,1,3
2016-12-03,2016/2017,13,Wolfsburg,Hertha,2,3
2016-12-03,2016/2017,13,RB Leipzig,Schalke 04,2,1
2016-12-03,2016/2017,13,Werder Bremen,Ingolstadt,2,1
2016-12-03,2016/2017,13,Hoffenheim,FC Koln,4,0
2016-12-03,2016/2017,13,Dortmund,M'gladbach,4,1
2016-12-03,2016/2017,13,Leverkusen,Freiburg,1,1
2016-12-04,2016/2017,13,Augsburg,Ein Frankfurt,1,1
2016-12-04,2016/2017,13,Darmstadt,Hamburg,0,2
2016-12-09,2016/2017,14,Ein Frankfurt,Hoffenheim,0,0
2016-12-10,2016/2017,14,Ingolstadt,RB Leipzig,1,0
2016-12-10,2016/2017,14,Hertha,Werder Bremen,0,1
2016-12-10,2016/2017,14,Hamburg,Augsburg,1,0
2016-12-10,2016/2017,14,Freiburg,Darmstadt,1,0
2016-12-10,2016/2017,14,Bayern Munich,Wolfsburg,5,0
2016-12-10,2016/2017,14,FC Koln,Dortmund,1,1
2016-12-11,2016/2017,14,M'gladbach,Mainz,1,0
2016-12-11,2016/2017,14,Schalke 04,Leverkusen,0,1
2016-12-16,2016/2017,15,Hoffenheim,Dortmund,2,2
2016-12-17,2016/2017,15,Wolfsburg,Ein Frankfurt,1,0
2016-12-17,2016/2017,15,Schalke 04,Freiburg,1,1
2016-12-17,2016/2017,15,Werder Bremen,FC Koln,1,1
2016-12-17,2016/2017,15,Mainz,Hamburg,3,1
2016-12-17,2016/2017,15,Augsburg,M'gladbach,1,0
2016-12-17,2016/2017,15,RB Leipzig,Hertha,2,0
2016-12-18,2016/2017,15,Darmstadt,Bayern Munich,0,1
2016-12-18,2016/2017,15,Leverkusen,Ingolstadt,1,2
2016-12-20,2016/2017,16,Dortmund,Augsburg,1,1
2016-12-20,2016/2017,16,Ein Frankfurt,Mainz,3,0
2016-12-20,2016/2017,16,Hamburg,Schalke 04,2,1
2016-12-20,2016/2017,16,M'gladbach,Wolfsburg,1,2
2016-12-21,2016/2017,16,Ingolstadt,Freiburg,1,2
2016-12-21,2016/2017,16,Hoffenheim,Werder Bremen,1,1
2016-12-21,2016/2017,16,FC Koln,Leverkusen,1,1
2016-12-21,2016/2017,16,Bayern Munich,RB Leipzig,3,0
2016-12-21,2016/2017,16,Hertha,Darmstadt,2,0
2017-01-20,2016/2017,17,Freiburg,Bayern Munich,1,2
2017-01-21,2016/2017,17,Werder Bremen,Dortmund,1,2
2017-01-21,2016/2017,17,Augsburg,Hoffenheim,0,2
2017-01-21,2016/2017,17,Darmstadt,M'gladbach,0,0
2017-01-21,2016/2017,17,RB Leipzig,Ein Frankfurt,3,0
2017-01-21,2016/2017,17,Schalke 04,Ingolstadt,1,0
2017-01-21,2016/2017,17,Wolfsburg,Hamburg,1,0
2017-01-22,2016/2017,17,Mainz,FC Koln,0,0
2017-01-22,2016/2017,17,Leverkusen,Hertha,3,1
2017-01-27,2016/2017,18,Schalke 04,Ein Frankfurt,0,1
2017-01-28,2016/2017,18,Darmstadt,FC Koln,1,6
2017-01-28,2016/2017,18,Ingolstadt,Hamburg,3,1
2017-01-28,2016/2017,18,Leverkusen,M'gladbach,2,3
2017-01-28,2016/2017,18,RB Leipzig,Hoffenheim,2,1
2017-01-28,2016/2017,18,Werder Bremen,Bayern Munich,1,2
2017-01-28,2016/2017,18,Wolfsburg,Augsburg,1,2
2017-01-29,2016/2017,18,Freiburg,Hertha,2,1
2017-01-29,2016/2017,18,Mainz,Dortmund,1,1
2017-02-03,2016/2017,19,Hamburg,Leverkusen,1,0
2017-02-04,2016/2017,19,M'gladbach,Freiburg,3,0
2017-02-04,2016/2017,19,Hoffenheim,Mainz,4,0
2017-02-04,2016/2017,19,Hertha,Ingolstadt,1,0
2017-02-04,2016/2017,19,Bayern Munich,Schalke 04,1,1
2017-02-04,2016/2017,19,Dortmund,RB Leipzig,1,0
2017-02-04,2016/2017,19,FC Koln,Wolfsburg,1,0
2017-02-05,2016/2017,19,Augsburg,Werder Bremen,3,2
2017-02-05,2016/2017,19,Ein Frankfurt,Darmstadt,2,0
2017-02-10,2016/2017,20,Mainz,Augsburg,2,0
2017-02-11,2016/2017,20,Schalke 04,Hertha,2,0
2017-02-11,2016/2017,20,Werder Bremen,M'gladbach,0,1
2017-02-11,2016/2017,20,RB Leipzig,Hamburg,0,3
2017-02-11,2016/2017,20,Darmstadt,Dortmund,2,1
2017-02-11,2016/2017,20,Ingolstadt,Bayern Munich,0,2
2017-02-11,2016/2017,20,Leverkusen,Ein Frankfurt,3,0
2017-02-12,2016/2017,20,Freiburg,FC Koln,2,1
2017-02-12,2016/2017,20,Wolfsburg,Hoffenheim,2,1
2017-02-17,2016/2017,21,Augsburg,Leverkusen,1,3
2017-02-18,2016/2017,21,Mainz,Werder Bremen,0,2
2017-02-18,2016/2017,21,Hoffenheim,Darmstadt,2,0
2017-02-18,2016/2017,21,Hertha,Bayern Munich,1,1
2017-02-18,2016/2017,21,Ein Frankfurt,Ingolstadt,0,2
2017-02-18,2016/2017,21,Dortmund,Wolfsburg,3,0
2017-02-18,2016/2017,21,Hamburg,Freiburg,2,2
2017-02-19,2016/2017,21,FC Koln,Schalke 04,1,1
2017-02-19,2016/2017,21,M'gladbach,RB Leipzig,1,2
2017-02-24,2016/2017,22,Wolfsburg,Werder Bremen,1,2
2017-02-25,2016/2017,22,Leverkusen,Mainz,0,2
2017-02-25,2016/2017,22,RB Leipzig,FC Koln,3,1
2017-02-25,2016/2017,22,Hertha,Ein Frankfurt,2,0
2017-02-25,2016/2017,22,Bayern Munich,Hamburg,8,0
2017-02-25,2016/2017,22,Darmstadt,Augsburg,1,2
2017-02-25,2016/2017,22,Freiburg,Dortmund,0,3
2017-02-26,2016/2017,22,Ingolstadt,M'gladbach,0,2
2017-02-26,2016/2017,22,Schalke 04,Hoffenheim,1,1
2017-03-03,2016/2017,23,Augsburg,RB Leipzig,2,2
2017-03-04,2016/2017,23,Dortmund,Leverkusen,6,2
2017-03-04,2016/2017,23,FC Koln,Bayern Munich,0,3
2017-03-04,2016/2017,23,Hoffenheim,Ingolstadt,5,2
2017-03-04,2016/2017,23,Mainz,Wolfsburg,1,1
2017-03-04,2016/2017,23,M'gladbach,Schalke 04,4,2
2017-03-04,2016/2017,23,Werder Bremen,Darmstadt,2,0
2017-03-05,2016/2017,23,Ein Frankfurt,Freiburg,1,2
2017-03-05,2016/2017,23,Hamburg,Hertha,1,0
2017-03-10,2016/2017,24,Leverkusen,Werder Bremen,1,1
2017-03-11,2016/2017,24,RB Leipzig,Wolfsburg,0,1
2017-03-11,2016/2017,24,Ingolstadt,FC Koln,2,2
2017-03-11,2016/2017,24,Hertha,Dortmund,2,1
2017-03-11,2016/2017,24,Darmstadt,Mainz,2,1
2017-03-11,2016/2017,24,Bayern Munich,Ein Frankfurt,3,0
2017-03-11,2016/2017,24,Freiburg,Hoffenheim,1,1
2017-03-12,2016/2017,24,Hamburg,M'gladbach,2,1
2017-03-12,2016/2017,24,Schalke 04,Augsburg,3,0
2017-03-17,2016/2017,25,Dortmund,Ingolstadt,1,0
2017-03-18,2016/2017,25,Wolfsburg,Darmstadt,1,0
2017-03-18,2016/2017,25,Werder Bremen,RB Leipzig,3,0
2017-03-18,2016/2017,25,Hoffenheim,Leverkusen,1,0
2017-03-18,2016/2017,25,FC Koln,Hertha,4,2
2017-03-18,2016/2017,25,Augsburg,Freiburg,1,1
2017-03-18,2016/2017,25,Ein Frankfurt,Hamburg,0,0
2017-03-19,2016/2017,25,Mainz,Schalke 04,0,1
2017-03-19,2016/2017,25,M'gladbach,Bayern Munich,0,1
2017-03-31,2016/2017,26,Hertha,Hoffenheim,1,3
2017-04-01,2016/2017,26,Hamburg,FC Koln,2,1
2017-04-01,2016/2017,26,Schalke 04,Dortmund,1,1
2017-04-01,2016/2017,26,RB Leipzig,Darmstadt,4,0
2017-04-01,2016/2017,26,Freiburg,Werder Bremen,2,5
2017-04-01,2016/2017,26,Bayern Munich,Augsburg,6,0
2017-04-01,2016/2017,26,Ein Frankfurt,M'gladbach,0,0
2017-04-02,2016/2017,26,Ingolstadt,Mainz,2,1
2017-04-02,2016/2017,26,Leverkusen,Wolfsburg,3,3
2017-04-04,2016/2017,27,Dortmund,Hamburg,3,0
2017-04-04,2016/2017,27,FC Koln,Ein Frankfurt,1,0
2017-04-04,2016/2017,27,Hoffenheim,Bayern Munich,1,0
2017-04-04,2016/2017,27,Werder Bremen,Schalke 04,3,0
2017-04-05,2016/2017,27,Augsburg,Ingolstadt,2,3
2017-04-05,2016/2017,27,Darmstadt,Leverkusen,0,2
2017-04-05,2016/2017,27,Mainz,RB Leipzig,2,3
2017-04-05,2016/2017,27,M'gladbach,Hertha,1,0
2017-04-05,2016/2017,27,Wolfsburg,Freiburg,0,1
2017-04-07,2016/2017,28,Ein Frankfurt,Werder Bremen,2,2
2017-04-08,2016/2017,28,Schalke 04,Wolfsburg,4,1
2017-04-08,2016/2017,28,Freiburg,Mainz,1,0
2017-04-08,2016/2017,28,RB Leipzig,Leverkusen,1,0
2017-04-08,2016/2017,28,Hamburg,Hoffenheim,2,1
2017-04-08,2016/2017,28,Bayern Munich,Dortmund,4,1
2017-04-08,2016/2017,28,FC Koln,M'gladbach,2,3
2017-04-09,2016/2017,28,Hertha,Augsburg,2,0
2017-04-09,2016/2017,28,Ingolstadt,Darmstadt,3,2
2017-04-15,2016/2017,29,Wolfsburg,Ingolstadt,3,0
2017-04-15,2016/2017,29,RB Leipzig,Freiburg,4,0
2017-04-15,2016/2017,29,Mainz,Hertha,1,0
2017-04-15,2016/2017,29,Leverkusen,Bayern Munich,0,0
2017-04-15,2016/2017,29,Dortmund,Ein Frankfurt,3,1
2017-04-15,2016/2017,29,Augsburg,FC Koln,2,1
2017-04-15,2016/2017,29,Hoffenheim,M'gladbach,5,3
2017-04-16,2016/2017,29,Darmstadt,Schalke 04,2,1
2017-04-16,2016/2017,29,Werder Bremen,Hamburg,2,1
2017-04-21,2016/2017,30,FC Koln,Hoffenheim,1,1
2017-04-22,2016/2017,30,M'gladbach,Dortmund,2,3
2017-04-22,2016/2017,30,Ingolstadt,Werder Bremen,2,4
2017-04-22,2016/2017,30,Hertha,Wolfsburg,1,0
2017-04-22,2016/2017,30,Hamburg,Darmstadt,1,2
2017-04-22,2016/2017,30,Bayern Munich,Mainz,2,2
2017-04-22,2016/2017,30,Ein Frankfurt,Augsburg,3,1
2017-04-23,2016/2017,30,Freiburg,Leverkusen,2,1
2017-04-23,2016/2017,30,Schalke 04,RB Leipzig,1,1
2017-04-28,2016/2017,31,Leverkusen,Schalke 04,1,4
2017-04-29,2016/2017,31,Darmstadt,Freiburg,3,0
2017-04-29,2016/2017,31,Dortmund,FC Koln,0,0
2017-04-29,2016/2017,31,Mainz,M'gladbach,1,2
2017-04-29,2016/2017,31,Werder Bremen,Hertha,2,0
2017-04-29,2016/2017,31,Wolfsburg,Bayern Munich,0,6
2017-04-29,2016/2017,31,RB Leipzig,Ingolstadt,0,0
2017-04-30,2016/2017,31,Augsburg,Hamburg,4,0
2017-04-30,2016/2017,31,Hoffenheim,Ein Frankfurt,1,0
2017-05-05,2016/2017,32,FC Koln,Werder Bremen,4,3
2017-05-06,2016/2017,32,Hertha,RB Leipzig,1,4
2017-05-06,2016/2017,32,Ingolstadt,Leverkusen,1,1
2017-05-06,2016/2017,32,M'gladbach,Augsburg,1,1
2017-05-06,2016/2017,32,Ein Frankfurt,Wolfsburg,0,2
2017-05-06,2016/2017,32,Bayern Munich,Darmstadt,1,0
2017-05-06,2016/2017,32,Dortmund,Hoffenheim,2,1
2017-05-07,2016/2017,32,Freiburg,Schalke 04,2,0
2017-05-07,2016/2017,32,Hamburg,Mainz,0,0
2017-05-13,2016/2017,33,Augsburg,Dortmund,1,1
2017-05-13,2016/2017,33,Darmstadt,Hertha,0,2
2017-05-13,2016/2017,33,Freiburg,Ingolstadt,1,1
2017-05-13,2016/2017,33,Leverkusen,FC Koln,2,2
2017-05-13,2016/2017,33,Mainz,Ein Frankfurt,4,2
2017-05-13,2016/2017,33,RB Leipzig,Bayern Munich,4,5
2017-05-13,2016/2017,33,Schalke 04,Hamburg,1,1
2017-05-13,2016/2017,33,Werder Bremen,Hoffenheim,3,5
2017-05-13,2016/2017,33,Wolfsburg,M'gladbach,1,1
2017-05-20,2016/2017,34,Hertha,Leverkusen,2,6
2017-05-20,2016/2017,34,Hoffenheim,Augsburg,0,0
2017-05-20,2016/2017,34,Hamburg,Wolfsburg,2,1
2017-05-20,2016/2017,34,Ingolstadt,Schalke 04,1,1
2017-05-20,2016/2017,34,Ein Frankfurt,RB Leipzig,2,2
2017-05-20,2016/2017,34,Dortmund,Werder Bremen,4,3
2017-05-20,2016/2017,34,Bayern Munich,Freiburg,4,1
2017-05-20,2016/2017,34,FC Koln,Mainz,2,0
2017-05-20,2016/2017,34,M'gladbach,Darmstadt,2,2
2017-08-18,2017/2018,1,Bayern Munich,Leverkusen,3,1
2017-08-19,2017/2018,1,Hamburg,Augsburg,1,0
2017-08-19,2017/2018,1,Hertha,Stuttgart,2,0
2017-08-19,2017/2018,1,Hoffenheim,Werder Bremen,1,0
2017-08-19,2017/2018,1,Mainz,Hannover,0,1
2017-08-19,2017/2018,1,Schalke 04,RB Leipzig,2,0
2017-08-19,2017/2018,1,Wolfsburg,Dortmund,0,3
2017-08-20,2017/2018,1,M'gladbach,FC Koln,1,0
2017-08-20,2017/2018,1,Freiburg,Ein Frankfurt,0,0
2017-08-25,2017/2018,2,FC Koln,Hamburg,1,3
2017-08-26,2017/2018,2,Augsburg,M'gladbach,2,2
2017-08-26,2017/2018,2,Dortmund,Hertha,2,0
2017-08-26,2017/2018,2,Ein Frankfurt,Wolfsburg,0,1
2017-08-26,2017/2018,2,Leverkusen,Hoffenheim,2,2
2017-08-26,2017/2018,2,Stuttgart,Mainz,1,0
2017-08-26,2017/2018,2,Werder Bremen,Bayern Munich,0,2
2017-08-27,2017/2018,2,Hannover,Schalke 04,1,0
2017-08-27,2017/2018,2,RB Leipzig,Freiburg,4,1
2017-09-08,2017/2018,3,Hamburg,RB Leipzig,0,2
2017-09-09,2017/2018,3,Augsburg,FC Koln,3,0
2017-09-09,2017/2018,3,Freiburg,Dortmund,0,0
2017-09-09,2017/2018,3,Hoffenheim,Bayern Munich,2,0
2017-09-09,2017/2018,3,Mainz,Leverkusen,3,1
2017-09-09,2017/2018,3,M'gladbach,Ein Frankfurt,0,1
2017-09-09,2017/2018,3,Wolfsburg,Hannover,1,1
2017-09-10,2017/2018,3,Hertha,Werder Bremen,1,1
2017-09-10,2017/2018,3,Schalke 04,Stuttgart,3,1
2017-09-15,2017/2018,4,Hannover,Hamburg,2,0
2017-09-16,2017/2018,4,Werder Bremen,Schalke 04,1,2
2017-09-16,2017/2018,4,Stuttgart,Wolfsburg,1,0
2017-09-16,2017/2018,4,Bayern Munich,Mainz,4,0
2017-09-16,2017/2018,4,Ein Frankfurt,Augsburg,1,2
2017-09-16,2017/2018,4,RB Leipzig,M'gladbach,2,2
2017-09-17,2017/2018,4,Dortmund,FC Koln,5,0
2017-09-17,2017/2018,4,Hoffenheim,Hertha,1,1
2017-09-17,2017/2018,4,Leverkusen,Freiburg,4,0
2017-09-19,2017/2018,5,Wolfsburg,Werder Bremen,1,1
2017-09-19,2017/2018,5,Schalke 04,Bayern Munich,0,3
2017-09-19,2017/2018,5,M'gladbach,Stuttgart,2,0
2017-09-19,2017/2018,5,Augsburg,RB Leipzig,1,0
2017-09-20,2017/2018,5,FC Koln,Ein Frankfurt,0,1
2017-09-20,2017/2018,5,Freiburg,Hannover,1,1
2017-09-20,2017/2018,5,Hamburg,Dortmund,0,3
2017-09-20,2017/2018,5,Hertha,Leverkusen,2,1
2017-09-20,2017/2018,5,Mainz,Hoffenheim,2,3
2017-09-22,2017/2018,6,Bayern Munich,Wolfsburg,2,2
2017-09-23,2017/2018,6,Werder Bremen,Freiburg,0,0
2017-09-23,2017/2018,6,Stuttgart,Augsburg,0,0
2017-09-23,2017/2018,6,RB Leipzig,Ein Frankfurt,2,1
2017-09-23,2017/2018,6,Hoffenheim,Schalke 04,2,0
2017-09-23,2017/2018,6,Dortmund,M'gladbach,6,1
2017-09-23,2017/2018,6,Mainz,Hertha,1,0
2017-09-24,2017/2018,6,Hannover,FC Koln,0,0
2017-09-24,2017/2018,6,Leverkusen,Hamburg,3,0
2017-09-29,2017/2018,7,Schalke 04,Leverkusen,1,1
2017-09-30,2017/2018,7,Wolfsburg,Mainz,1,1
2017-09-30,2017/2018,7,M'gladbach,Hannover,2,1
2017-09-30,2017/2018,7,Ein Frankfurt,Stuttgart,2,1
2017-09-30,2017/2018,7,Augsburg,Dortmund,1,2
2017-09-30,2017/2018,7,Hamburg,Werder Bremen,0,0
2017-10-01,2017/2018,7,FC Koln,RB Leipzig,1,2
2017-10-01,2017/2018,7,Freiburg,Hoffenheim,3,2
2017-10-01,2017/2018,7,Hertha,Bayern Munich,2,2
2017-10-13,2017/2018,8,Stuttgart,FC Koln,2,1
2017-10-14,2017/2018,8,Hannover,Ein Frankfurt,1,2
2017-10-14,2017/2018,8,Bayern Munich,Freiburg,5,0
2017-10-14,2017/2018,8,Dortmund,RB Leipzig,2,3
2017-10-14,2017/2018,8,Hertha,Schalke 04,0,2
2017-10-14,2017/2018,8,Hoffenheim,Augsburg,2,2
2017-10-14,2017/2018,8,Mainz,Hamburg,3,2
2017-10-15,2017/2018,8,Leverkusen,Wolfsburg,2,2
2017-10-15,2017/2018,8,Werder Bremen,M'gladbach,0,2
2017-10-20,2017/2018,9,Schalke 04,Mainz,2,0
2017-10-21,2017/2018,9,RB Leipzig,Stuttgart,1,0
2017-10-21,2017/2018,9,M'gladbach,Leverkusen,1,5
2017-10-21,2017/2018,9,Hamburg,Bayern Munich,0,1
2017-10-21,2017/2018,9,Ein Frankfurt,Dortmund,2,2
2017-10-21,2017/2018,9,Augsburg,Hannover,1,2
2017-10-22,2017/2018,9,FC Koln,Werder Bremen,0,0
2017-10-22,2017/2018,9,Freiburg,Hertha,1,1
2017-10-22,2017/2018,9,Wolfsburg,Hoffenheim,1,1
2017-10-27,2017/2018,10,Mainz,Ein Frankfurt,1,1
2017-10-28,2017/2018,10,Schalke 04,Wolfsburg,1,1
2017-10-28,2017/2018,10,Leverkusen,FC Koln,2,1
2017-10-28,2017/2018,10,Hoffenheim,M'gladbach,1,3
2017-10-28,2017/2018,10,Hertha,Hamburg,2,1
2017-10-28,2017/2018,10,Hannover,Dortmund,4,2
2017-10-28,2017/2018,10,Bayern Munich,RB Leipzig,2,0
2017-10-29,2017/2018,10,Stuttgart,Freiburg,3,0
2017-10-29,2017/2018,10,Werder Bremen,Augsburg,0,3
2017-11-03,2017/2018,11,Ein Frankfurt,Werder Bremen,2,1
2017-11-04,2017/2018,11,RB Leipzig,Hannover,2,1
2017-11-04,2017/2018,11,M'gladbach,Mainz,1,1
2017-11-04,2017/2018,11,Hamburg,Stuttgart,3,1
2017-11-04,2017/2018,11,Freiburg,Schalke 04,0,1
2017-11-04,2017/2018,11,Dortmund,Bayern Munich,1,3
2017-11-04,2017/2018,11,Augsburg,Leverkusen,1,1
2017-11-05,2017/2018,11,FC Koln,Hoffenheim,0,3
2017-11-05,2017/2018,11,Wolfsburg,Hertha,3,3
2017-11-17,2017/2018,12,Stuttgart,Dortmund,2,1
2017-11-18,2017/2018,12,Bayern Munich,Augsburg,3,0
2017-11-18,2017/2018,12,Hertha,M'gladbach,2,4
2017-11-18,2017/2018,12,Hoffenheim,Ein Frankfurt,1,1
2017-11-18,2017/2018,12,Leverkusen,RB Leipzig,2,2
2017-11-18,2017/2018,12,Mainz,FC Koln,1,0
2017-11-18,2017/2018,12,Wolfsburg,Freiburg,3,1
2017-11-19,2017/2018,12,Schalke 04,Hamburg,2,0
2017-11-19,2017/2018,12,Werder Bremen,Hannover,4,0
2017-11-24,2017/2018,13,Hannover,Stuttgart,1,1
2017-11-25,2017/2018,13,RB Leipzig,Werder Bremen,2,0
2017-11-25,2017/2018,13,Freiburg,Mainz,2,1
2017-11-25,2017/2018,13,M'gladbach,Bayern Munich,2,1
2017-11-25,2017/2018,13,Dortmund,Schalke 04,4,4
2017-11-25,2017/2018,13,Ein Frankfurt,Leverkusen,0,1
2017-11-25,2017/2018,13,Augsburg,Wolfsburg,2,1
2017-11-26,2017/2018,13,FC Koln,Hertha,0,2
2017-11-26,2017/2018,13,Hamburg,Hoffenheim,3,0
2017-12-01,2017/2018,14,Freiburg,Hamburg,0,0
2017-12-02,2017/2018,14,Werder Bremen,Stuttgart,1,0
2017-12-02,2017/2018,14,Schalke 04,FC Koln,2,2
2017-12-02,2017/2018,14,Mainz,Augsburg,1,3
2017-12-02,2017/2018,14,Leverkusen,Dortmund,1,1
2017-12-02,2017/2018,14,Hoffenheim,RB Leipzig,4,0
2017-12-02,2017/2018,14,Bayern Munich,Hannover,3,1
2017-12-03,2017/2018,14,Hertha,Ein Frankfurt,1,2
2017-12-03,2017/2018,14,Wolfsburg,M'gladbach,3,0
2017-12-08,2017/2018,15,Stuttgart,Leverkusen,0,2
2017-12-09,2017/2018,15,M'gladbach,Schalke 04,1,1
2017-12-09,2017/2018,15,Hamburg,Wolfsburg,0,0
2017-12-09,2017/2018,15,RB Leipzig,Mainz,2,2
2017-12-09,2017/2018,15,Dortmund,Werder Bremen,1,2
2017-12-09,2017/2018,15,Ein Frankfurt,Bayern Munich,0,1
2017-12-10,2017/2018,15,Augsburg,Hertha,1,1
2017-12-10,2017/2018,15,FC Koln,Freiburg,3,4
2017-12-10,2017/2018,15,Hannover,Hoffenheim,2,0
2017-12-12,2017/2018,16,Freiburg,M'gladbach,1,0
2017-12-12,2017/2018,16,Hamburg,Ein Frankfurt,1,2
2017-12-12,2017/2018,16,Mainz,Dortmund,0,2
2017-12-12,2017/2018,16,Wolfsburg,RB Leipzig,1,1
2017-12-13,2017/2018,16,Schalke 04,Augsburg,3,2
2017-12-13,2017/2018,16,Leverkusen,Werder Bremen,1,0
2017-12-13,2017/2018,16,Hertha,Hannover,3,1
2017-12-13,2017/2018,16,Bayern Munich,FC Koln,1,0
2017-12-13,2017/2018,16,Hoffenheim,Stuttgart,1,0
2017-12-15,2017/2018,17,M'gladbach,Hamburg,3,1
2017-12-16,2017/2018,17,Stuttgart,Bayern Munich,0,1
2017-12-16,2017/2018,17,Augsburg,Freiburg,3,3
2017-12-16,2017/2018,17,Dortmund,Hoffenheim,2,1
2017-12-16,2017/2018,17,Ein Frankfurt,Schalke 04,2,2
2017-12-16,2017/2018,17,FC Koln,Wolfsburg,1,0
2017-12-16,2017/2018,17,Werder Bremen,Mainz,2,2
2017-12-17,2017/2018,17,RB Leipzig,Hertha,2,3
2017-12-17,2017/2018,17,Hannover,Leverkusen,4,4
2018-01-12,2017/2018,18,Leverkusen,Bayern Munich,1,3
2018-01-13,2017/2018,18,Augsburg,Hamburg,1,0
2018-01-13,2017/2018,18,Ein Frankfurt,Freiburg,1,1
2018-01-13,2017/2018,18,Hannover,Mainz,3,2
2018-01-13,2017/2018,18,RB Leipzig,Schalke 04,3,1
2018-01-13,2017/2018,18,Stuttgart,Hertha,1,0
